otu,OTU273,OTU1316,OTU4224,OTU5637,OTU5904,OTU3069,OTU4051,OTU6117,OTU7559,OTU8402,OTU9556,OTU2972,OTU3846,OTU4554,OTU6930,OTU7794,OTU8726,OTU3799,OTU4243,OTU2724,OTU3374,OTU5530,OTU8149,OTU8841,OTU2268,OTU6107,OTU6636,OTU6717,OTU7203,OTU7216,OTU7218,OTU7696,OTU2422,OTU8138,OTU10350,OTU2734,OTU5956,OTU7719,OTU9729,OTU3125,OTU2646,OTU2860,OTU4484,OTU4505,OTU4550,OTU4601,OTU4663,OTU5629,OTU5639,OTU5895,OTU6193,OTU6342,OTU6502,OTU6546,OTU6618,OTU6744,OTU7273,OTU7583,OTU7715,OTU7843,OTU8012,OTU8067,OTU8274,OTU8879,OTU8974,OTU6223,OTU6061,OTU8186,OTU3775,OTU3901,OTU3981,OTU4040,OTU3404,OTU8262,OTU8276,OTU5763,OTU7891,OTU9695,OTU10006,OTU569,OTU6497,OTU6628,OTU7331,OTU10174,OTU8310,OTU1122,OTU1134,OTU3557,OTU4442,OTU4472,OTU6159,OTU6168,OTU6630,OTU6641,OTU7825,OTU8236,OTU8642,OTU9107,OTU9297,OTU9642,OTU9656,OTU7093,OTU1878,OTU3952,OTU7554,OTU8096,OTU10295,OTU10114,OTU208,OTU218,OTU334,OTU1106,OTU1452,OTU3510,OTU4096,OTU4695,OTU4778,OTU4927,OTU5383,OTU6249,OTU6887,OTU7941,OTU8133,OTU8173,OTU8704,OTU9023,OTU9330,OTU9862,OTU10058,OTU10074,OTU10161,OTU10911,OTU7949,OTU4960,OTU2047,OTU6806,OTU10163,OTU6144,OTU6218,OTU4763,OTU6274,OTU10453,OTU4173,OTU5276,OTU6003,OTU6425,OTU6785,OTU7020,OTU7209,OTU10671,OTU11113,OTU4245,OTU809,OTU3585,OTU4085,OTU4279,OTU5123,OTU10514,OTU6805,OTU1696,OTU1916,OTU10851,OTU689,OTU4622,OTU4632,OTU5174,OTU6112,OTU6976,OTU7149,OTU9017,OTU6910,OTU2313,OTU2395,OTU879,OTU4857,OTU4652,OTU4900,OTU5199,OTU5226,OTU5267,OTU5426,OTU5546,OTU5822,OTU6838,OTU7261,OTU8073,OTU5283,OTU5306,OTU5406,OTU8341,OTU9480,OTU4291,OTU7179,OTU10858,OTU6398,OTU6419,OTU6842,OTU3725,OTU6010,OTU6170,OTU6958,OTU5397,OTU5514,OTU9930,OTU4251,OTU5043,OTU5451,OTU6813,OTU5483,OTU4912,OTU5354,OTU6050,OTU1728,OTU2258,OTU2812,OTU4220,OTU4639,OTU4858,OTU5216,OTU6867,OTU6927,OTU6970,OTU6980,OTU7018,OTU7240,OTU9008,OTU9688,OTU9730,OTU5238,OTU6968,OTU8116,OTU373,OTU1523,OTU3523,OTU5373,OTU5408,OTU2431,OTU4913,OTU5230,OTU10328,OTU5454,OTU4902,OTU5504,OTU4741,OTU5045,OTU5166,OTU5311,OTU5517,OTU6886,OTU6942,OTU6996,OTU4879,OTU5367,OTU5472,OTU6132,OTU6418,OTU5143,OTU5484,OTU6946,OTU7001,OTU5978,OTU6810,OTU6852,OTU11168,OTU1895,OTU6272,OTU6969,OTU1369,OTU8765,OTU4823,OTU4829,OTU5678,OTU5989,OTU6775,OTU6776,OTU4350,OTU6780,OTU2103,OTU4393,OTU3420,OTU4650,OTU2583,OTU1166,OTU5790,OTU6333,OTU7239,OTU1967,OTU4734,OTU5232,OTU5295,OTU5936,OTU5959,OTU6027,OTU4923,OTU5351,OTU6205,OTU6208,OTU6310,OTU6961,OTU4853,OTU4855,OTU5390,OTU7253,OTU4806,OTU6839,OTU6884,OTU1760,OTU4396,OTU5287,OTU11022,OTU6893,OTU6266,OTU6321,OTU6370,OTU4770,OTU5088,OTU4367,OTU508,OTU2137,OTU987,OTU3208,OTU1613,OTU1510,OTU2988,OTU3261,OTU3440,OTU6445,OTU4032,OTU5973,OTU6688,OTU5197,OTU5340,OTU5370,OTU3294,OTU4126,OTU5140,OTU5161,OTU2425,OTU6411,OTU4563,OTU5063,OTU5549,OTU8198,OTU9309,OTU3338,OTU964,OTU2872,OTU4379,OTU3456,OTU1467,OTU5631,OTU6014,OTU6091,OTU6525,OTU6577,OTU6872,OTU8576,OTU8455,OTU624,OTU1322,OTU1392,OTU1845,OTU2566,OTU4959,OTU6226,OTU6262,OTU6531,OTU7369,OTU8514,OTU1859,OTU3318,OTU6122,OTU7061,OTU10765,OTU896,OTU7281,OTU10060,OTU10420,OTU6465,OTU6695,OTU1042,OTU10387,OTU1695,OTU10353,OTU1121,OTU4470,OTU106,OTU6374,OTU4793,OTU2330,OTU5992,OTU6123,OTU1874,OTU4874,OTU7507,OTU4400,OTU5653,OTU6282,OTU7539,OTU4602,OTU3881,OTU4585,OTU7064,OTU4481,OTU6275,OTU7629,OTU6285,OTU4348,OTU4557,OTU5756,OTU6365,OTU7075,OTU7077,OTU4466,OTU8082,OTU4358,OTU4694,OTU6128,OTU1236,OTU1478,OTU1588,OTU1595,OTU9194,OTU9239,OTU1335,OTU2381,OTU3091,OTU3550,OTU3559,OTU4943,OTU4335,OTU3367,OTU6443,OTU7709,OTU3061,OTU410,OTU3870,OTU3886,OTU3904,OTU4878,OTU5755,OTU6771,OTU7201,OTU7510,OTU8621,OTU9698,OTU10303,OTU5748,OTU4494,OTU1767,OTU1802,OTU3710,OTU4724,OTU6153,OTU6792,OTU7795,OTU5680,OTU5754,OTU4210,OTU6773,OTU7543,OTU3737,OTU4192,OTU4360,OTU3997,OTU4406,OTU6437,OTU9601,OTU10358,OTU268,OTU3946,OTU5625,OTU6713,OTU8624,OTU10113,OTU3601,OTU3721,OTU5969,OTU1609,OTU6203,OTU835,OTU1823,OTU3848,OTU4207,OTU8429,OTU8497,OTU2237,OTU2985,OTU6663,OTU8011,OTU8695,OTU5436,OTU349,OTU3819,OTU3835,OTU5170,OTU5300,OTU6176,OTU6790,OTU7947,OTU8237,OTU8891,OTU4773,OTU5090,OTU5958,OTU8810,OTU10970,OTU5119,OTU5392,OTU4418,OTU8860,OTU8106,OTU4523,OTU3696,OTU4600,OTU4390,OTU4359,OTU4748,OTU4759,OTU4792,OTU7196,OTU2941,OTU2977,OTU4503,OTU4717,OTU5069,OTU8195,OTU4933,OTU8515,OTU4496,OTU5745,OTU4268,OTU5046,OTU5095,OTU5256,OTU7041,OTU6092,OTU6972,OTU3157,OTU4363,OTU5975,OTU7915,OTU8405,OTU8643,OTU8698,OTU9523,OTU9836,OTU10298,OTU4540,OTU6288,OTU4638,OTU9151,OTU7214,OTU3001,OTU3233,OTU3575,OTU5409,OTU1576,OTU823,OTU6052,OTU5877,OTU5889,OTU3637,OTU6774,OTU2862,OTU8174,OTU8661,OTU32,OTU35,OTU278,OTU453,OTU652,OTU1055,OTU3839,OTU3943,OTU5059,OTU7434,OTU7657,OTU8978,OTU9134,OTU9408,OTU10082,OTU10884,OTU542,OTU9972,OTU10236,OTU10424,OTU6564,OTU7181,OTU7313,OTU8,OTU4568,OTU1008,OTU4407,OTU4666,OTU4685,OTU6020,OTU6037,OTU6094,OTU7097,OTU7561,OTU7890,OTU7964,OTU8361,OTU8805,OTU9307,OTU9315,OTU9813,OTU10141,OTU7,OTU455,OTU643,OTU755,OTU1358,OTU2364,OTU2799,OTU2942,OTU3996,OTU6200,OTU7751,OTU9070,OTU9555,OTU9669,OTU9726,OTU9854,OTU10146,OTU10426,OTU10443,OTU10527,OTU10826,OTU7800,OTU8770,OTU8797,OTU9393,OTU9500,OTU10707,OTU10719,OTU10688,OTU10512,OTU8399,OTU9554,OTU4710,OTU4780,OTU8398,OTU7862,OTU9993,OTU7157,OTU10019,OTU3803,OTU7182,OTU9515,OTU8151,OTU8408,OTU9707,OTU10260,OTU3749,OTU7124,OTU7153,OTU8759,OTU10327,OTU3974,OTU7145,OTU1647,OTU8210,OTU7907,OTU4485,OTU1216,OTU1484,OTU1559,OTU6154,OTU7277,OTU8242,OTU8438,OTU9449,OTU9628,OTU10564,OTU10569,OTU67,OTU7194,OTU4825,OTU4828,OTU4834,OTU4846,OTU4861,OTU7035,OTU7086,OTU7651,OTU8818,OTU9870,OTU10259,OTU10283,OTU10833,OTU7095,OTU307,OTU609,OTU804,OTU1056,OTU1102,OTU1761,OTU5607,OTU5655,OTU5833,OTU7242,OTU9463,OTU9723,OTU10530,OTU10666,OTU10757,OTU5872,OTU8882,OTU9198,OTU953,OTU1114,OTU1729,OTU1755,OTU2722,OTU4249,OTU6729,OTU9581,OTU9648,OTU10592,OTU10771,OTU10889,OTU10952,OTU11045,OTU1167,OTU2625,OTU2816,OTU3879,OTU4016,OTU5681,OTU6654,OTU6985,OTU9099,OTU9561,OTU10330,OTU11068,OTU8655,OTU9705,OTU2244,OTU2221,OTU8944,OTU8613,OTU5326,OTU3394,OTU9237,OTU4229,OTU4875,OTU5301,OTU5398,OTU124,OTU640,OTU5522,OTU7130,OTU2225,OTU2089,OTU10537
2019,0,0,0,0,17,0,8,0,0,1,0,0,1,0,0,0,1,0,10,0,0,0,0,2,4,0,0,0,0,0,0,0,1,1,0,0,8,0,0,0,3,4,1,2,15,10,17,1,0,59,21,0,1,759,0,2,7,23,5,6,6,8,0,12,7,0,21,0,4,0,0,0,3,13,1,3,8,0,2,0,35,0,0,1,0,0,0,0,0,103,0,0,4,0,0,3,1,0,0,10,0,0,2,256,29,0,0,2,0,10,0,12,0,8,21,2,20,0,11,546,1,0,0,1,10,48,0,6,0,0,7,4,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,9,1,1,6,0,1,14,8,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,3,0,0,0,0,0,15,113,1,0,0,0,6,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,64,1,0,0,0,0,0,0,1,11,0,0,38,0,0,0,0,1,0,0,0,0,0,0,0,52,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,1,1,0,5,4,302,2,38,0,0,6,0,3,0,0,0,0,21,1,2,1,5,3,385,0,3,9,11,0,4,1,63,458,9,3,0,18,0,374,0,3,22,5,57,2,57,2112,27,5,9,356,21,4232,26,6,34,9,32,2,0,0,2,2,113,6,12,4,6,0,0,3,4,161,0,0,3,1,1,42,2,1,25,94,4,50,2,1,1,61,0,1,0,4,7,0,0,56,8,0,1,1,0,47,3,0,3,0,0,0,0,0,0,81,0,1,0,469,12,5,0,18,2,2,13,1,20,8,6,2,0,3,0,1,6,1,3,1,18,0,31,2,0,4,0,17,4,0,0,1,0,166,5,7,16,4,0,0,0,0,5,0,0,0,1,0,15,0,1,167,0,1,324,1,0,0,1,0,0,0,0,86,0,0,0,0,2,0,0,0,5,0,0,13,0,18,5,9,0,0,4,0,0,0,6,0,0,0,2,1,3,0,0,0,0,0,38,0,2,1,118,1,0,4,0,18,3,8,14,6,2,8,0,3,0,1,3,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,52,14,0,0,0,0,0,0,1,3,0,0,2,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,2,0,0,3,0,3,13,1,5,1,0,0,16,0,1,0,2,0,0,41,5,0,5,358,2,0,2,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,5,0,0,1,0,0,2,7,0,1,0,0,13,0,1,0,0,8,0,0,2,0,0,0,0,0,0,3,0,1,0,0,22,0,0,1,0,4,3,0,3,3,171,1,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,3,0,0,0,0,1,3,0,0,0
2018,0,0,0,0,13,0,58,0,0,5,0,2,0,1,0,1,3,0,10,0,0,0,0,10,12,0,2,2,0,0,1,0,2,0,0,0,8,2,0,1,5,4,0,0,12,4,16,0,0,46,25,0,6,804,0,5,11,32,11,6,5,24,1,17,14,0,43,5,14,0,0,0,1,20,16,5,46,0,0,1,112,2,1,8,0,0,0,2,1,200,2,0,3,2,0,4,1,0,3,14,10,0,5,463,92,0,3,0,0,46,0,74,2,3,75,1,76,0,36,1292,1,1,3,3,24,82,0,19,3,0,18,19,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,27,5,0,0,0,32,0,2,12,2,1,22,21,2,2,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,4,0,1,1,0,0,0,0,0,1,0,0,1,0,10,2,2,0,0,1,35,201,2,0,1,0,7,2,3,4,5,0,0,0,0,2,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,28,1,1,0,0,0,0,0,2,3,0,3,12,0,1,0,0,0,0,0,0,0,0,0,0,118,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,3,0,0,6,4,408,2,15,0,4,10,0,0,0,0,0,0,20,1,2,0,5,8,463,0,4,25,20,3,0,1,57,434,12,5,1,20,0,491,14,14,27,17,81,1,82,2499,67,9,15,531,68,5126,65,3,55,8,48,2,4,0,4,1,99,4,12,10,9,0,2,5,0,234,0,0,0,3,1,23,0,1,8,55,0,83,5,4,0,69,0,0,0,6,0,0,3,56,6,0,1,1,0,23,0,0,7,0,0,0,0,0,1,104,6,0,0,658,17,9,1,37,10,3,36,0,7,17,8,1,0,19,0,0,9,1,7,2,24,0,36,0,0,18,0,32,9,4,0,2,2,213,10,18,28,11,0,0,0,0,7,2,0,0,0,0,31,0,2,208,0,4,606,0,0,0,0,0,0,0,4,144,4,0,0,0,0,0,0,0,2,0,1,5,0,14,5,22,0,1,0,0,0,0,4,0,0,0,0,5,2,2,0,0,0,1,3,0,0,0,145,0,4,8,0,17,0,20,15,12,1,18,3,2,8,0,4,0,7,0,0,0,0,4,0,0,0,2,0,0,0,0,0,4,0,0,0,4,0,0,0,2,0,0,0,0,0,0,10,0,3,0,0,105,35,0,1,0,0,0,0,1,9,0,0,4,0,0,2,1,3,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,2,0,5,0,0,0,0,0,3,1,1,0,0,0,0,1,6,0,6,0,0,1,0,8,4,2,7,0,0,0,37,0,0,0,1,0,4,14,19,2,3,820,2,0,6,1,0,2,0,3,5,1,0,0,0,0,2,0,0,1,21,0,0,4,1,4,3,9,2,3,0,2,58,0,3,0,4,18,0,0,9,0,0,1,4,0,0,9,3,3,0,0,32,0,0,0,0,12,2,0,7,8,466,2,2,0,7,7,0,2,0,0,0,1,0,1,0,0,0,10,0,0,0,0,1,5,2,0,0
2016,0,0,0,0,6,1,58,1,4,19,0,0,1,0,0,3,6,0,16,0,0,0,0,1,12,0,2,0,0,2,2,2,2,0,0,1,15,0,0,1,0,30,2,0,13,8,26,3,2,99,82,0,0,986,0,8,20,25,50,27,12,10,0,10,26,0,49,1,9,0,0,0,0,17,8,11,41,0,0,0,65,1,5,3,0,0,0,1,7,326,0,6,8,0,2,13,0,0,1,55,16,0,2,469,148,0,0,5,0,174,0,174,6,7,95,4,168,6,83,2129,5,4,2,30,98,255,3,48,5,3,22,32,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,2,1,0,84,4,1,0,1,71,0,15,19,1,6,70,89,11,9,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,51,0,3,0,0,0,0,0,0,0,0,1,0,1,0,5,14,2,4,2,0,0,0,0,2,0,7,0,0,1,50,1,3,0,0,8,146,659,4,3,13,0,11,5,12,15,13,0,2,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,8,0,0,0,0,0,3,0,0,0,7,0,0,9,2,0,0,1,0,6,0,0,1,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,62,0,9,0,14,0,2,5,1,0,0,0,0,0,0,0,2,6,0,0,4,4,252,3,12,1,0,4,0,1,0,0,0,0,3,0,0,0,5,1,161,0,4,41,10,2,0,0,25,129,3,1,0,3,2,702,18,26,53,28,257,5,138,2186,111,34,16,809,149,5807,118,6,79,6,28,0,1,0,3,0,77,0,5,4,8,3,2,8,5,292,0,2,0,0,2,30,0,0,2,6,1,84,11,11,5,41,0,0,0,0,2,1,1,81,13,0,0,7,2,46,5,0,26,0,0,0,0,0,0,167,12,2,0,1406,33,21,2,26,24,10,124,2,58,57,32,0,0,55,0,1,13,8,21,2,20,0,170,6,3,26,0,90,22,1,0,1,0,369,25,12,57,19,0,0,0,0,15,3,7,2,3,5,57,0,12,336,0,5,1090,4,0,0,0,0,1,0,1,268,6,0,0,0,0,0,0,0,1,1,0,0,1,3,2,13,0,0,0,0,1,0,9,0,0,0,1,2,7,1,0,0,0,0,1,0,1,0,180,1,4,14,1,22,8,14,18,12,2,117,0,14,18,4,2,1,4,3,0,0,0,2,0,0,0,0,0,1,1,1,0,2,0,0,0,76,0,0,0,17,0,0,0,0,0,0,11,1,19,0,2,224,69,0,2,0,0,2,0,1,21,2,1,8,0,0,6,1,2,0,4,2,0,0,20,0,0,0,2,0,0,0,0,2,0,1,0,0,0,23,0,0,0,0,0,2,1,0,0,0,0,0,0,7,0,13,1,1,5,0,5,24,2,13,25,6,0,275,2,3,3,11,0,3,65,25,3,6,1698,3,0,22,0,2,3,0,0,5,0,0,0,0,0,8,0,1,4,51,0,0,6,2,8,10,27,0,6,0,1,81,0,17,0,0,47,0,0,15,0,0,10,12,0,4,7,9,1,0,0,48,3,0,0,4,32,10,0,22,9,527,2,2,2,9,6,0,6,0,0,0,0,0,0,2,0,0,33,2,0,0,0,1,15,10,4,2
2015,0,2,0,0,19,4,188,4,1,33,0,1,9,5,0,5,13,0,13,0,0,0,0,5,31,0,5,0,0,0,6,1,2,2,0,1,13,4,2,1,3,15,0,0,6,3,8,0,0,41,21,1,3,592,2,4,5,23,7,12,6,25,3,14,11,0,76,6,16,0,0,0,0,19,12,3,30,0,3,0,96,0,7,2,3,1,0,1,4,736,2,7,16,0,0,22,4,0,12,97,20,0,2,630,286,2,9,5,1,216,0,272,7,19,132,12,210,16,163,4197,13,18,1,50,176,335,5,71,5,4,34,61,3,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,87,4,1,0,1,93,0,9,23,6,0,42,52,6,9,0,18,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,77,5,0,0,0,0,0,0,0,0,0,1,0,3,0,0,10,0,3,1,0,0,0,0,3,0,8,0,7,0,38,3,1,0,0,4,103,595,4,2,9,0,12,9,15,23,8,0,1,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,3,1,1,0,0,0,1,0,0,0,3,0,0,18,2,0,0,1,0,0,0,1,1,2,2,3,1,0,0,0,0,0,0,0,0,0,0,0,104,0,4,0,2,0,0,0,0,0,0,2,1,0,0,0,2,4,0,0,4,5,218,1,10,0,0,8,0,1,0,0,0,0,14,0,0,0,3,3,214,0,7,18,23,6,0,1,21,172,7,5,0,9,3,615,14,13,42,20,195,7,118,2116,76,21,10,628,128,5968,86,3,60,0,34,2,2,0,11,0,58,1,7,1,0,0,2,1,1,227,0,0,1,2,0,26,0,0,0,6,1,76,3,1,2,32,0,0,0,0,0,0,4,58,4,0,0,0,0,29,3,1,23,0,0,0,0,0,0,133,10,1,0,1355,26,14,0,35,17,8,111,0,46,30,21,0,0,33,0,1,15,6,24,6,7,0,122,6,1,15,1,63,13,0,0,12,1,313,11,7,26,17,0,0,0,0,24,1,6,4,0,5,59,0,10,259,2,5,779,3,0,0,0,0,0,0,2,163,3,1,3,1,0,0,0,0,0,0,2,0,0,17,1,12,0,0,0,0,1,0,2,0,0,2,1,6,7,1,0,0,0,0,4,0,0,1,208,1,3,14,0,17,0,19,11,8,10,62,0,6,11,1,6,1,4,0,0,0,0,0,1,0,2,0,0,0,2,0,0,3,0,0,3,70,0,0,0,26,0,0,0,0,0,1,9,0,6,0,4,89,27,0,0,0,0,0,1,0,13,0,1,3,0,0,4,9,10,0,1,1,0,0,33,1,0,0,1,0,0,2,0,1,1,3,0,0,0,34,0,0,0,0,0,7,2,0,2,0,0,0,2,4,0,13,4,1,5,0,10,22,2,19,8,0,0,186,7,0,1,3,3,3,53,14,6,8,1694,2,2,11,0,1,7,0,0,6,0,0,0,0,0,4,0,0,3,33,0,0,7,3,3,6,23,0,4,0,2,78,0,16,3,7,29,0,0,12,0,0,1,6,0,2,7,1,6,1,0,61,1,0,0,0,24,3,0,11,9,494,2,5,3,12,1,0,8,0,0,0,0,1,3,4,0,0,15,0,0,0,1,1,5,7,0,0
2014,0,0,0,0,4,0,46,1,2,6,0,0,0,1,0,0,6,0,2,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,3,0,0,3,0,1,0,0,3,3,0,0,62,0,1,2,1,2,2,0,2,0,1,0,0,3,0,3,0,0,0,0,1,0,0,1,0,0,0,9,0,0,0,0,0,0,3,3,359,3,8,8,0,2,12,4,0,11,44,7,0,2,234,173,1,3,5,0,131,0,193,8,18,60,16,141,11,88,3526,8,4,0,31,100,267,2,54,4,0,58,68,0,0,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,0,154,2,0,0,0,57,0,20,10,6,3,20,35,2,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,4,0,0,0,0,0,0,0,0,0,0,0,0,8,7,0,5,4,0,0,0,0,0,0,1,2,0,0,12,2,4,2,0,0,27,547,2,2,11,0,8,10,19,49,6,0,0,0,0,0,0,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,4,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,3,0,0,0,1,2,1,1,0,0,0,0,0,1,0,0,0,0,0,35,1,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,90,0,2,0,1,10,1,1,0,0,0,0,3,1,0,0,3,2,109,0,1,7,4,1,0,1,7,70,5,1,0,9,0,194,13,6,12,7,125,1,64,812,29,3,1,360,57,3164,34,2,15,0,6,0,0,1,0,0,25,0,0,0,0,0,0,0,0,109,0,0,0,0,0,13,0,0,0,5,0,30,0,0,2,4,0,0,0,0,1,0,1,8,1,0,0,1,0,41,7,0,17,0,0,1,0,0,0,77,1,5,2,1156,19,11,1,10,10,3,81,3,32,18,8,0,0,15,0,3,4,0,8,0,5,0,77,4,0,11,0,50,4,0,0,0,0,131,11,14,15,5,0,0,0,0,17,0,0,1,1,5,37,2,2,197,0,0,171,2,0,0,0,0,0,0,0,64,0,0,0,0,0,0,0,0,3,0,3,0,0,13,0,10,0,0,0,0,0,0,10,0,0,0,7,12,0,0,0,0,0,0,9,1,0,2,193,4,1,12,3,27,1,6,6,0,7,17,2,1,0,2,18,0,7,1,0,0,0,0,0,0,0,3,0,0,3,0,0,7,1,1,0,99,0,0,0,13,0,2,4,3,2,25,1,0,1,0,8,37,7,0,1,0,0,0,0,0,0,0,1,3,0,0,4,11,11,1,1,4,0,1,71,0,0,0,0,0,0,4,0,2,0,5,2,0,0,47,0,0,0,0,0,7,4,5,0,0,0,0,0,1,0,19,0,0,7,0,3,37,6,17,7,1,0,168,0,1,0,1,3,1,33,33,11,29,3351,5,0,15,0,2,6,0,0,5,0,0,1,0,0,14,2,1,9,267,0,0,20,11,5,5,16,1,4,0,8,154,0,7,0,0,66,0,0,19,4,0,2,3,0,0,8,7,14,2,0,155,4,0,0,0,40,8,0,26,26,2072,4,13,1,43,8,0,9,0,4,0,0,3,2,0,0,0,0,0,0,0,0,0,2,1,0,7
2012,0,0,3,0,41,0,68,3,22,23,4,1,5,4,0,1,2,2,19,0,2,0,0,3,28,2,1,0,0,2,5,0,4,0,0,1,8,4,5,0,0,5,0,0,1,0,2,2,0,13,9,0,1,155,0,1,3,2,9,4,0,11,1,5,9,0,11,9,29,0,2,0,5,69,0,7,21,3,1,1,39,5,1,3,0,4,0,2,12,1522,7,15,5,0,1,66,18,15,46,259,31,0,2,1369,119,1,11,10,0,637,2,728,18,93,226,26,579,44,485,14858,53,28,1,108,448,1227,14,181,8,7,249,468,0,0,0,6,2,5,0,0,0,11,0,4,1,3,21,0,0,2,1,0,4,4,1,1068,10,1,0,0,152,1,49,29,11,5,76,190,10,27,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84,3,29,0,0,2,0,0,0,0,0,1,0,0,0,67,90,12,32,11,0,0,0,0,5,0,13,15,4,1,117,15,29,7,1,2,184,2505,14,4,58,0,7,26,65,293,27,1,2,0,0,11,0,0,8,26,4,0,2,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,4,1,0,50,1,8,7,0,0,7,0,0,0,47,1,0,33,1,0,0,5,1,47,0,2,5,2,5,4,0,6,0,0,0,1,0,0,0,0,0,0,152,1,19,0,2,1,0,0,0,0,0,32,0,0,0,0,3,1,0,0,5,6,262,0,4,0,0,55,0,17,2,0,0,0,14,2,0,0,5,1,463,0,1,10,25,1,0,0,9,208,4,1,0,20,0,556,44,20,57,19,326,18,167,2348,83,11,1,809,154,6766,129,5,52,1,16,1,3,1,7,1,51,4,15,2,2,0,1,1,1,202,0,0,0,0,0,14,0,0,10,9,0,124,3,10,3,31,0,0,0,0,9,0,1,66,6,0,1,3,0,95,17,1,44,0,6,2,0,0,1,178,9,9,0,1743,11,17,2,21,41,6,159,0,61,47,30,0,1,14,1,0,3,4,4,3,9,0,69,1,1,40,0,104,5,0,0,11,1,133,12,5,10,8,0,0,2,1,35,4,9,2,3,5,103,4,10,419,5,3,334,7,0,0,0,0,0,0,4,40,5,4,5,0,3,0,0,0,12,4,0,0,1,9,4,5,0,0,0,1,0,0,27,0,7,0,7,3,6,0,0,0,0,1,35,0,0,13,234,1,4,19,0,56,13,6,43,6,27,35,3,2,11,10,115,1,14,14,1,0,0,2,1,0,0,0,2,1,6,2,0,29,1,0,4,491,3,3,3,100,2,14,14,22,11,150,16,2,10,2,10,139,30,0,0,0,0,0,0,2,1,0,3,7,4,5,24,195,109,2,14,20,0,6,736,2,0,5,11,3,0,10,2,19,2,68,2,3,0,251,4,1,2,2,0,41,8,10,0,2,2,0,0,0,2,94,21,1,13,2,4,99,8,37,2,0,0,173,0,0,0,3,0,4,1,130,49,98,16505,2,1,59,0,12,21,3,1,3,7,0,0,0,1,29,1,6,64,1037,0,0,92,57,17,15,80,1,11,0,40,598,1,15,9,18,270,0,1,56,15,5,11,59,1,7,30,40,39,6,3,489,1,0,6,3,171,23,2,149,63,6961,7,18,8,119,56,0,3,3,8,7,9,2,4,1,3,0,3,0,0,0,0,3,20,9,18,5
